#  time                     r                       Ricci
0.000000000000    0.07461282552275759483  -24.53377235967704805830
0.000000000000    0.14922565104551518966  -15.44229868612637979197
0.000000000000    0.22383847656827277062   -5.01243712908241079163
0.000000000000    0.29845130209103037933    1.24618648440079748951
0.000000000000    0.37306412761378793252    1.49757265777733827861
0.000000000000    0.44767695313654554123   -1.58958146705528413634
0.000000000000    0.52228977865930314994   -5.14060701210530446303
0.000000000000    0.59690260418206075865   -8.10028458051976230081
0.000000000000    0.67151542970481836736  -10.24804005530703143734
0.000000000000    0.74612825522757586505  -11.46781103098875931323
0.000000000000    0.82074108075033347376  -11.91102357364772323933
0.000000000000    0.89535390627309108247  -11.99379923194491581739
0.000000000000    0.96996673179584869118  -11.99988351691493093654
0.000000000000    1.04457955731860629989  -11.99999972703695583220
0.000000000000    1.11919238284136390860  -11.99999999998172306448
0.000000000000    1.19380520836412151731  -12.00000000000000000000
0.000000000000    1.26841803388687912602  -12.00000000000000000000
0.000000000000    1.34303085940963673472  -12.00000000000000000000
0.000000000000    1.41764368493239412139  -12.00000000000000000000
0.000000000000    1.49225651045515173010  -12.00000000000000000000
0.000098174770    0.07461282552275759483  -24.53377303217124705270
0.000098174770    0.14922565104551518966  -15.44229933455408421139
0.000098174770    0.22383847656827277062   -5.01243774047827983509
0.000098174770    0.29845130209103037933    1.24618593690975210109
0.000098174770    0.37306412761378793252    1.49757220117223166511
0.000098174770    0.44767695313654554123   -1.58958183644049144689
0.000098174770    0.52228977865930314994   -5.14060732423829236382
0.000098174770    0.59690260418206075865   -8.10028485743539050645
0.000098174770    0.67151542970481836736  -10.24804027033476927500
0.000098174770    0.74612825522757586505  -11.46781113909320382049
0.000098174770    0.82074108075033347376  -11.91102360093508139016
0.000098174770    0.89535390627309108247  -11.99379923470953990261
0.000098174770    0.96996673179584869118  -11.99988351699284372387
0.000098174770    1.04457955731860629989  -11.99999972703724893108
0.000098174770    1.11919238284136390860  -11.99999999998172306448
0.000098174770    1.19380520836412151731  -12.00000000000000000000
0.000098174770    1.26841803388687912602  -12.00000000000000000000
0.000098174770    1.34303085940963673472  -12.00000000000000000000
0.000098174770    1.41764368493239412139  -12.00000000000000000000
0.000098174770    1.49225651045515173010  -12.00000000000000000000
0.000196349541    0.07461282552275759483  -24.53377504965374455992
0.000196349541    0.14922565104551518966  -15.44230127983708911188
0.000196349541    0.22383847656827277062   -5.01243957466577150228
0.000196349541    0.29845130209103037933    1.24618429443664080480
0.000196349541    0.37306412761378793252    1.49757083135691182463
